Attendance,Current_GPA,Previous_GPA,GPA_Diff,NonProductive_Hrs,SemiProductive_Hrs,Productive_Hrs,Club_Score,Internship_Status,Family_Income,Sentiment_Score,Dropout_Prob
58,8.16,9.183614935808126,-1.02,2.3,0.5,3.1,0,1,1-5 LPA,0.9,0.95
60,7.08,5.3065449285167485,1.77,3.3,0.0,0.2,2,0,1-5 LPA,-0.07,0.95
44,5.83,6.232195845992652,-0.4,1.7,1.1,2.1,3,1,5-10 LPA,0.4,0.85
57,5.28,4.0,1.28,2.7,1.4,1.7,0,1,1-5 LPA,0.47,1.0
67,4.2,4.0,0.2,2.2,4.9,3.4,1,0,1-5 LPA,0.32,0.9
81,5.82,7.123333091920756,-1.3,0.9,1.3,0.6,2,0,<1 LPA,0.09,1.0
61,7.92,7.4545743732863565,0.47,3.3,1.0,1.3,4,0,>10 LPA,0.76,0.6
60,9.63,8.690896028472823,0.94,0.7,1.3,0.5,0,1,<1 LPA,-0.1,0.7
45,9.23,9.071649816812254,0.16,1.7,3.9,0.2,4,0,>10 LPA,-0.88,0.95
40,8.6,10.0,-1.4,2.7,2.6,0.6,2,0,1-5 LPA,0.69,1.0
44,8.73,7.26465420223518,1.47,1.0,0.6,0.2,0,1,5-10 LPA,0.35,0.7
80,7.99,7.148952070688525,0.84,0.7,0.4,4.0,0,0,>10 LPA,0.7,0.45
51,5.56,6.757945346543701,-1.2,1.2,0.5,0.1,2,0,<1 LPA,-0.72,1.0
65,9.44,10.0,-0.56,3.4,1.1,0.9,1,1,1-5 LPA,-0.94,0.9
85,8.02,7.937255020567773,0.08,5.3,2.0,1.0,0,0,5-10 LPA,0.87,0.75
73,7.36,6.368757837978686,0.99,1.6,1.0,0.8,2,1,5-10 LPA,-0.7,0.9
88,4.67,6.346674801447327,-1.68,2.2,0.1,1.1,3,1,1-5 LPA,0.62,0.9
53,6.68,7.955553913399357,-1.28,4.7,1.9,0.1,4,1,5-10 LPA,0.65,1.0
65,6.76,7.3031575902097865,-0.54,0.2,2.5,0.8,0,1,5-10 LPA,0.42,0.8
84,9.19,8.540078120850064,0.65,0.5,0.5,0.3,3,0,5-10 LPA,-0.74,0.6
66,7.28,7.2407765273295706,0.04,2.5,1.6,2.8,0,1,5-10 LPA,0.33,0.7
48,6.28,6.151711935164136,0.13,3.5,0.8,1.4,1,1,1-5 LPA,0.78,0.8
65,9.86,10.0,-0.14,3.9,3.3,3.6,2,1,>10 LPA,-0.15,0.75
96,4.66,5.820801150505069,-1.16,1.1,2.8,0.0,0,1,1-5 LPA,-0.17,1.0
86,6.54,7.243533632909923,-0.7,0.2,1.1,0.3,2,1,<1 LPA,-0.11,0.7
96,4.25,4.0,0.25,1.2,1.8,0.2,5,1,1-5 LPA,-0.84,0.85
61,8.44,9.54119716001563,-1.1,0.5,3.2,0.0,0,1,<1 LPA,0.78,0.9
86,9.51,9.760505712010524,-0.25,0.7,1.0,0.3,1,1,<1 LPA,0.74,0.5
95,5.68,6.229652636687133,-0.55,3.0,0.6,1.1,1,1,1-5 LPA,1.0,0.8
69,9.15,10.0,-0.85,0.2,2.1,0.3,3,1,<1 LPA,0.17,0.55
82,5.75,4.860735800389159,0.89,3.5,0.4,0.7,1,1,5-10 LPA,0.5,0.7
87,9.46,9.43133953703483,0.03,1.1,0.7,2.2,2,1,<1 LPA,-0.59,0.6
56,8.52,8.094836358912627,0.43,1.8,3.0,1.2,5,1,1-5 LPA,0.34,0.65
65,8.83,7.575712459707635,1.25,0.2,1.9,0.5,1,1,<1 LPA,0.3,0.5
75,4.11,4.387367982083936,-0.28,0.8,0.8,0.5,0,0,<1 LPA,0.8,1.0
40,9.78,10.0,-0.22,0.2,0.4,0.6,1,1,1-5 LPA,0.66,0.7
47,8.36,6.887937804395397,1.47,6.5,0.7,0.2,5,0,1-5 LPA,0.88,0.9
88,5.83,5.804175511160424,0.03,3.3,0.5,1.0,2,1,>10 LPA,0.74,0.7
74,8.98,9.492434348059819,-0.51,1.2,0.3,0.5,0,1,>10 LPA,0.74,0.8
91,5.69,5.788462561324946,-0.1,0.5,2.0,1.9,3,0,>10 LPA,-0.87,0.9
54,9.24,9.149497557987408,0.09,5.4,0.4,1.4,3,1,<1 LPA,0.69,0.75
86,4.68,4.0,0.68,0.8,0.9,0.9,3,1,1-5 LPA,0.21,0.55
95,8.22,8.406229394352131,-0.19,0.4,0.7,0.5,0,0,<1 LPA,-0.24,0.95
61,7.24,6.634588818387259,0.61,1.7,6.0,0.2,3,1,5-10 LPA,-0.89,0.9
53,4.58,4.0,0.58,5.8,0.7,1.5,1,1,<1 LPA,0.36,1.0
65,5.45,6.405673776410985,-0.96,0.0,0.1,0.7,0,0,1-5 LPA,-0.34,1.0
67,4.07,4.836708655873634,-0.77,0.5,0.1,0.3,0,1,1-5 LPA,-0.06,1.0
62,6.81,6.851328781480864,-0.04,5.6,1.3,0.2,0,1,1-5 LPA,0.36,1.0
53,5.81,5.993259750564562,-0.18,0.4,1.4,0.2,4,0,>10 LPA,0.82,0.9
63,7.59,8.449454410172448,-0.86,0.2,0.8,1.5,2,0,5-10 LPA,0.65,0.65
41,5.78,5.959471725422467,-0.18,1.7,0.8,0.3,4,1,5-10 LPA,-0.1,1.0
84,5.8,6.523214043809052,-0.72,4.0,0.1,0.7,4,1,1-5 LPA,-0.22,0.85
65,8.46,8.22201423930092,0.24,1.3,1.1,0.6,4,0,>10 LPA,-0.52,0.8
53,4.29,5.339586990859157,-1.05,8.0,1.1,0.9,2,0,5-10 LPA,-0.26,1.0
98,9.42,9.676628580746147,-0.26,2.3,0.2,2.1,4,1,>10 LPA,-0.78,0.65
95,9.11,9.265241554884698,-0.16,0.2,0.2,2.0,3,1,1-5 LPA,0.94,0.45
90,8.01,6.993951129030374,1.02,8.0,0.2,0.6,0,1,1-5 LPA,0.15,0.7
46,7.56,7.789564683441367,-0.23,1.0,0.2,0.0,0,1,5-10 LPA,-0.74,1.0
42,9.35,8.684436066004439,0.67,0.7,1.4,0.6,1,1,1-5 LPA,-0.29,0.7
86,5.11,4.599373818777205,0.51,1.6,0.3,0.9,5,1,>10 LPA,0.09,0.65
62,4.47,4.0,0.47,0.7,0.4,0.8,3,1,>10 LPA,0.07,0.65
85,5.44,4.5870120544806205,0.85,0.2,0.3,1.1,2,1,1-5 LPA,-0.93,0.8
82,8.77,10.0,-1.23,0.0,4.7,0.2,5,1,1-5 LPA,0.9,0.65
86,4.21,5.275071249590723,-1.07,1.2,2.9,1.0,0,1,1-5 LPA,-0.45,1.0
99,7.5,9.036294001715408,-1.54,3.6,0.4,0.2,4,1,>10 LPA,-0.97,0.9
84,9.97,8.99168398435555,0.98,1.7,0.6,1.4,1,1,5-10 LPA,-0.85,0.7
57,9.13,9.187002999928715,-0.06,8.0,0.4,0.4,1,1,<1 LPA,0.16,0.9
97,7.13,6.095193899836723,1.03,0.7,1.0,1.2,0,0,1-5 LPA,-0.72,0.95
77,4.38,4.0,0.38,0.7,0.0,0.0,3,1,<1 LPA,-0.92,0.75
74,8.99,8.255498413266741,0.73,0.3,1.7,0.5,5,1,5-10 LPA,-0.24,0.55
90,7.59,8.581667205153249,-0.99,0.4,1.1,1.2,1,0,1-5 LPA,0.25,0.65
54,4.69,4.373016257518593,0.32,0.7,3.4,0.3,0,1,1-5 LPA,-0.78,1.0
64,4.56,5.4147034669552125,-0.85,3.1,0.3,1.6,3,0,5-10 LPA,-0.37,1.0
94,9.46,9.943296711670815,-0.48,4.7,2.4,1.0,0,1,<1 LPA,-0.16,0.9
76,8.02,9.86291100168383,-1.84,7.4,2.4,0.9,0,0,<1 LPA,-0.68,1.0
67,8.98,7.796444621488221,1.18,0.5,0.2,0.4,3,1,1-5 LPA,0.01,0.45
49,9.27,10.0,-0.73,4.3,0.8,0.7,3,1,1-5 LPA,-0.83,1.0
78,7.43,8.347152696320581,-0.92,0.8,0.3,0.9,3,0,1-5 LPA,-0.91,0.9
96,7.1,6.321296929578372,0.78,0.2,0.4,0.6,0,1,>10 LPA,0.04,0.6
56,6.58,7.385706669178528,-0.81,4.1,0.5,1.2,1,0,5-10 LPA,-0.5,1.0
78,5.9,6.168915970420984,-0.27,2.0,1.2,0.6,2,1,>10 LPA,-0.81,1.0
61,6.61,6.428018992037274,0.18,0.4,0.8,0.2,2,1,>10 LPA,-0.15,0.7
65,8.64,7.980851610422401,0.66,1.1,4.4,0.2,0,0,1-5 LPA,0.83,0.9
83,7.61,7.034712438840652,0.58,0.7,0.2,0.0,0,1,1-5 LPA,0.45,0.5
64,9.36,10.0,-0.64,2.7,5.5,0.4,1,0,1-5 LPA,0.63,0.9
56,6.66,6.660546255165986,-0.0,1.2,0.4,1.4,3,1,5-10 LPA,0.74,0.75
52,7.64,8.265704001225167,-0.63,8.0,2.2,1.6,0,1,5-10 LPA,0.95,1.0
59,7.79,7.157280494665957,0.63,0.1,0.6,0.2,4,1,1-5 LPA,0.53,0.55
64,7.55,6.926117643022689,0.62,0.9,0.2,3.2,3,1,1-5 LPA,0.22,0.35
43,8.22,9.085587847399955,-0.87,1.3,2.9,0.7,0,1,1-5 LPA,-0.27,1.0
49,5.42,4.340339030758774,1.08,1.4,0.6,2.5,4,1,1-5 LPA,-0.64,0.95
42,7.07,6.737828985675783,0.33,0.8,1.6,1.2,5,1,>10 LPA,0.37,0.65
80,4.63,4.657221928857785,-0.03,2.6,1.3,1.3,1,0,1-5 LPA,0.99,0.95
84,6.31,6.399098081472042,-0.09,4.2,1.0,0.1,4,1,>10 LPA,-0.07,0.85
57,6.93,6.786725371987075,0.14,5.6,1.0,0.2,0,0,1-5 LPA,0.45,1.0
86,7.91,8.226655824876739,-0.32,3.3,2.0,0.0,2,0,5-10 LPA,-0.01,0.75
75,9.7,10.0,-0.3,3.8,0.1,1.3,0,1,>10 LPA,-0.14,0.8
86,7.6,8.187710036367463,-0.59,1.6,1.7,0.4,2,1,>10 LPA,-0.18,0.7
61,8.46,7.6713569530657395,0.79,3.5,3.4,1.5,1,1,<1 LPA,0.01,0.65
73,7.04,6.812675921656962,0.23,0.7,0.1,0.4,1,1,1-5 LPA,-0.27,0.7
86,7.8,8.75581028950155,-0.96,1.0,0.2,1.7,3,1,1-5 LPA,0.5,0.45
47,4.43,5.145717750059098,-0.72,0.8,1.9,0.1,3,1,1-5 LPA,0.75,0.85
79,5.53,4.431712438815149,1.1,1.3,0.9,0.2,2,0,5-10 LPA,0.77,0.75
88,6.17,6.451183920281761,-0.28,0.7,0.8,0.4,2,1,>10 LPA,-0.54,0.8
83,6.83,5.247419800500152,1.58,6.5,0.2,0.5,1,1,<1 LPA,0.79,0.7
58,4.27,4.307547921648295,-0.04,0.8,1.1,0.4,4,1,1-5 LPA,-0.32,1.0
81,4.84,6.3582136133967815,-1.52,0.2,0.2,1.4,2,1,<1 LPA,-0.38,1.0
80,5.66,4.901685826184811,0.76,1.5,1.0,0.1,2,1,>10 LPA,0.45,0.7
76,9.83,9.162541563606734,0.67,0.1,2.2,0.4,4,1,>10 LPA,-0.39,0.55
45,5.99,6.6012238252582875,-0.61,0.2,0.4,1.8,3,1,1-5 LPA,-0.89,1.0
91,6.89,5.655758787832283,1.23,0.5,1.0,0.1,3,1,<1 LPA,-0.25,0.55
65,5.18,4.673795976091968,0.51,1.2,6.0,2.9,2,1,5-10 LPA,0.44,0.75
73,7.66,8.137152910065403,-0.48,1.1,1.7,4.3,3,0,5-10 LPA,-0.35,0.8
98,5.68,5.172571321848477,0.51,3.2,2.8,0.1,3,0,1-5 LPA,0.26,0.8
95,5.24,5.051224010231223,0.19,2.7,0.8,0.3,5,0,>10 LPA,0.32,0.7
98,7.1,7.695348568252028,-0.6,1.1,2.2,0.5,3,1,>10 LPA,0.47,0.65
84,4.03,4.367236866829249,-0.34,0.8,0.1,1.5,1,1,1-5 LPA,0.79,0.7
45,4.05,4.263454717036321,-0.21,0.8,0.2,0.9,0,1,1-5 LPA,-0.13,1.0
76,5.31,5.038702176583969,0.27,3.0,0.3,1.0,2,0,1-5 LPA,-0.67,1.0
96,4.22,4.516048892215164,-0.3,0.1,0.8,1.4,2,1,1-5 LPA,-0.36,0.9
72,4.65,4.551013855920195,0.1,0.0,2.8,0.1,1,1,1-5 LPA,-0.14,0.8
92,6.03,6.396244487940628,-0.37,3.2,0.6,1.8,0,1,1-5 LPA,0.43,0.8
61,8.82,8.422454379905618,0.4,1.3,1.6,1.2,0,1,<1 LPA,-0.97,0.9
60,7.43,7.283944820496367,0.15,0.3,1.9,0.9,1,1,1-5 LPA,-0.37,0.8
45,7.08,6.288033765958389,0.79,0.5,1.3,2.2,4,0,<1 LPA,0.56,0.8
45,5.76,5.731993911995011,0.03,5.4,0.7,1.2,4,0,1-5 LPA,0.34,1.0
94,9.59,8.941199309096923,0.65,3.9,1.3,0.2,0,0,5-10 LPA,0.46,0.65
87,6.38,5.488762839870406,0.89,2.5,0.6,0.6,4,1,5-10 LPA,0.62,0.55
43,4.52,4.72692891828431,-0.21,1.3,0.1,0.7,4,0,1-5 LPA,0.57,1.0
69,7.7,7.870191820686128,-0.17,1.5,6.0,0.1,4,1,1-5 LPA,0.36,0.7
50,4.68,5.306298987958858,-0.63,7.4,0.2,3.1,0,1,5-10 LPA,-0.12,1.0
69,6.07,5.725099544339921,0.34,6.7,0.1,0.1,4,1,1-5 LPA,0.97,0.75
70,7.04,7.366442277469405,-0.33,0.5,3.2,1.2,2,1,>10 LPA,0.14,0.75
63,9.25,9.69063805781893,-0.44,3.3,0.5,0.7,5,0,1-5 LPA,-0.59,1.0
94,6.96,7.3158190462652755,-0.36,0.4,1.6,0.0,0,1,5-10 LPA,-0.41,0.9
48,8.21,7.549477053758287,0.66,0.5,0.6,2.6,1,1,<1 LPA,0.39,0.5
94,9.96,10.0,-0.04,2.3,0.7,1.9,4,0,5-10 LPA,0.85,0.6
42,4.79,5.081312236843729,-0.29,1.0,0.5,0.7,3,1,>10 LPA,-0.64,1.0
90,5.65,5.655742773526354,-0.01,5.4,0.6,0.3,0,1,>10 LPA,-0.84,1.0
70,6.37,4.700817873303132,1.67,0.2,0.8,0.1,1,1,>10 LPA,0.76,0.6
79,6.53,6.658391699178784,-0.13,1.4,1.9,0.5,5,1,1-5 LPA,0.83,0.65
76,6.47,8.240024831517793,-1.77,5.0,1.1,0.3,2,1,1-5 LPA,-0.45,1.0
75,9.45,9.161968584994414,0.29,4.7,4.3,0.7,1,1,1-5 LPA,-0.25,0.75
63,8.28,7.697538321715743,0.58,0.3,0.1,3.4,4,0,1-5 LPA,0.32,0.5
70,7.65,7.948678847769119,-0.3,0.9,1.0,0.9,3,0,<1 LPA,-0.34,1.0
45,5.86,6.109902568373258,-0.25,1.9,1.3,2.2,4,0,>10 LPA,0.75,0.9
41,8.94,9.89418813233313,-0.95,0.3,3.8,1.1,1,1,>10 LPA,-0.78,0.95
59,9.73,8.72370547527289,1.01,6.9,0.1,0.6,0,1,1-5 LPA,-0.92,1.0
67,8.93,9.515104202059995,-0.59,4.9,1.3,1.9,3,1,1-5 LPA,-0.58,0.95
50,4.01,4.48233764900117,-0.47,0.4,2.9,0.6,3,1,<1 LPA,-0.43,1.0
43,7.82,7.706282770447563,0.11,0.3,0.4,2.0,1,1,5-10 LPA,-0.77,0.8
54,4.31,4.5809498543373515,-0.27,0.2,3.1,0.3,5,1,1-5 LPA,-0.87,1.0
45,5.55,6.3735659852786855,-0.82,4.8,0.0,0.1,5,1,>10 LPA,0.51,1.0
93,4.36,5.05785230402276,-0.7,0.4,2.0,1.9,4,0,5-10 LPA,-0.67,0.9
88,7.62,6.705584550341017,0.91,1.1,4.1,0.9,1,1,5-10 LPA,0.83,0.55
69,8.12,8.776126549404387,-0.66,1.2,1.6,2.2,3,1,1-5 LPA,-0.26,0.65
95,4.69,4.638249115973986,0.05,1.8,0.9,2.8,1,0,<1 LPA,0.34,0.85
77,6.3,6.358299278412412,-0.06,0.1,0.1,0.1,3,1,>10 LPA,-0.55,0.75
90,6.74,6.798557592801356,-0.06,0.5,3.8,0.7,4,1,5-10 LPA,-0.52,0.8
96,6.21,6.089805608961392,0.12,5.4,1.0,0.5,0,0,>10 LPA,0.15,0.85
41,4.73,5.6833659976856525,-0.95,4.8,0.0,1.0,0,0,1-5 LPA,0.12,1.0
54,6.51,6.44302563212063,0.07,3.0,1.8,1.6,1,0,5-10 LPA,0.54,0.85
50,8.51,7.614363097293465,0.9,0.0,1.0,0.3,3,1,<1 LPA,0.52,0.55
47,4.43,4.115176115224217,0.31,0.8,0.2,0.8,0,1,5-10 LPA,0.34,0.9
65,4.48,4.622955773448381,-0.14,2.0,0.4,1.2,3,1,5-10 LPA,-0.1,0.95
90,6.13,7.11337182743764,-0.98,0.6,0.1,0.1,4,1,5-10 LPA,0.78,0.55
84,9.65,10.0,-0.35,4.8,1.3,1.7,1,1,5-10 LPA,0.25,0.7
83,8.01,7.329571777002364,0.68,2.0,1.5,0.9,3,1,1-5 LPA,0.98,0.45
44,8.07,10.0,-1.93,0.1,1.1,3.0,1,1,>10 LPA,0.64,0.75
45,6.17,6.381820248782383,-0.21,4.8,2.5,0.4,3,1,>10 LPA,-0.91,1.0
65,7.56,8.580312590399211,-1.02,6.3,3.0,0.1,5,1,<1 LPA,-0.36,1.0
93,4.06,4.0,0.06,0.2,1.4,0.7,5,1,>10 LPA,0.14,0.55
43,7.82,8.24668739576436,-0.43,1.5,0.0,0.1,3,1,1-5 LPA,0.44,0.75
58,9.48,10.0,-0.52,0.7,1.8,3.5,4,1,5-10 LPA,0.1,0.55
59,7.68,8.654555769403405,-0.97,1.0,0.8,0.0,1,0,1-5 LPA,0.57,0.85
72,9.24,10.0,-0.76,0.4,1.3,1.4,2,0,>10 LPA,-0.43,0.85
59,8.34,9.037757600058383,-0.7,1.7,1.6,0.7,3,1,<1 LPA,-0.63,0.95
88,4.72,4.467930615044713,0.25,6.3,0.6,0.5,3,0,1-5 LPA,-0.89,1.0
51,9.41,8.952603166435152,0.46,1.4,3.7,0.1,5,1,1-5 LPA,0.15,0.7
86,4.4,4.6660860082593585,-0.27,0.2,0.2,1.0,0,1,1-5 LPA,0.38,0.8
40,7.2,7.946502457872856,-0.75,1.9,1.7,0.9,5,0,5-10 LPA,-0.35,1.0
65,4.85,4.671823439378714,0.18,0.8,0.0,0.3,1,0,<1 LPA,0.23,0.95
53,4.07,4.9221375725715095,-0.85,3.9,3.9,2.4,5,0,5-10 LPA,-0.9,1.0
77,6.53,7.692093396388944,-1.16,1.1,0.2,0.4,2,0,>10 LPA,-0.8,1.0
76,5.77,5.0369432647412635,0.73,0.4,0.1,0.6,4,1,5-10 LPA,0.4,0.55
50,6.92,6.250463436962976,0.67,0.4,0.6,0.8,2,1,>10 LPA,-0.26,0.8
75,7.46,7.347699952875731,0.11,2.9,0.7,0.1,4,1,1-5 LPA,0.34,0.55
52,4.26,4.506090134551357,-0.25,0.6,0.4,2.7,2,1,1-5 LPA,0.66,0.8
82,4.74,4.320346388986359,0.42,2.9,1.3,0.5,5,1,1-5 LPA,0.71,0.65
42,7.35,8.431762143093716,-1.08,0.5,0.9,0.1,2,1,<1 LPA,-0.66,1.0
72,6.06,6.399253489214761,-0.34,0.8,0.1,0.5,5,1,>10 LPA,-0.03,0.75
45,8.38,8.411557638592592,-0.03,1.3,0.6,0.9,5,1,<1 LPA,0.47,0.75
89,7.91,6.761272380905178,1.15,5.7,2.5,0.7,1,0,>10 LPA,0.55,0.65
95,9.07,8.017347346857994,1.05,5.4,1.8,1.2,5,0,<1 LPA,0.57,0.8
49,8.15,8.374807400225446,-0.22,0.5,1.9,0.1,0,0,5-10 LPA,-0.54,1.0
44,6.58,4.873923499076131,1.71,0.9,1.8,0.3,2,0,<1 LPA,-0.61,1.0
62,8.04,8.850109927715257,-0.81,0.3,0.6,1.7,3,1,<1 LPA,0.18,0.55
49,5.65,5.523476924502144,0.13,1.4,0.2,0.1,3,0,5-10 LPA,0.48,0.9
83,5.84,8.434474375675787,-2.59,1.2,0.5,1.9,3,1,1-5 LPA,-0.36,1.0
41,8.73,10.0,-1.27,4.6,2.7,0.1,0,1,5-10 LPA,-0.79,1.0
52,6.68,6.534840744601986,0.15,5.3,5.9,1.8,5,1,1-5 LPA,0.43,0.9
79,8.79,8.704930397974946,0.09,1.0,1.0,0.4,2,1,<1 LPA,-0.4,0.6
41,8.93,9.726465211201624,-0.8,1.4,0.0,0.9,4,0,>10 LPA,-0.67,1.0
59,9.15,10.0,-0.85,4.5,0.2,0.2,4,1,1-5 LPA,-0.7,1.0
40,9.5,8.189576754051187,1.31,3.3,0.6,0.1,1,0,5-10 LPA,-0.37,0.95
76,6.59,5.16089962771625,1.43,0.0,1.3,0.2,0,1,1-5 LPA,0.19,0.6
48,5.91,5.412372155556495,0.5,0.8,0.1,0.1,2,1,5-10 LPA,-0.28,0.9
56,7.49,7.956190066539092,-0.47,1.1,4.3,0.4,5,1,1-5 LPA,-0.96,1.0
48,6.23,6.627498872406078,-0.4,0.5,0.7,0.7,3,1,1-5 LPA,-0.81,0.95
50,7.61,8.465817163987081,-0.86,0.4,3.7,0.9,0,1,1-5 LPA,-0.42,1.0
54,8.23,7.270241977307753,0.96,0.1,2.3,1.6,0,0,1-5 LPA,0.32,0.85
63,8.13,6.277084909624899,1.85,2.1,2.1,1.1,2,0,1-5 LPA,-0.8,0.95
77,6.25,6.936411356241717,-0.69,0.6,1.4,0.9,5,1,5-10 LPA,0.12,0.55
94,5.0,4.337442981627812,0.66,0.1,1.5,0.5,1,1,5-10 LPA,-0.76,0.8
74,6.58,4.965209708489089,1.61,0.5,1.5,0.6,5,1,<1 LPA,-0.58,0.75
69,4.86,4.976050996767506,-0.12,3.2,1.5,0.5,1,0,1-5 LPA,-0.66,1.0
70,9.34,9.974540550574941,-0.63,3.8,1.2,1.8,1,1,1-5 LPA,-0.87,0.9
88,6.08,5.982354294302978,0.1,1.3,6.0,0.3,3,1,<1 LPA,0.34,0.6
44,4.93,4.563721291054009,0.37,1.1,2.0,0.0,3,1,1-5 LPA,-0.07,0.95
99,4.15,4.022510214283275,0.13,7.6,2.3,1.1,2,1,<1 LPA,0.66,0.8
83,7.87,7.573533790079374,0.3,0.4,3.1,0.2,5,1,>10 LPA,-0.8,0.6
89,7.82,6.741562310447867,1.08,0.5,0.4,2.2,1,0,5-10 LPA,-0.71,0.55
53,6.04,5.468255458407654,0.57,0.7,0.1,2.0,2,1,<1 LPA,-0.39,0.9
92,4.43,4.847023924011051,-0.42,0.4,1.0,0.1,1,0,<1 LPA,0.53,0.95
95,6.46,6.7173428331012,-0.26,1.0,1.1,0.1,0,0,5-10 LPA,-0.39,0.95
50,5.87,6.004447844773456,-0.13,4.8,2.7,0.7,4,1,1-5 LPA,-0.18,1.0
48,8.06,7.263881214517297,0.8,1.9,0.9,0.9,4,1,5-10 LPA,-0.4,0.85
73,7.63,7.484797470291467,0.15,1.1,1.3,0.3,1,1,>10 LPA,-0.84,0.8
51,6.19,4.448347962845716,1.74,5.4,1.1,1.3,2,1,1-5 LPA,0.88,0.9
74,5.31,5.452781331108311,-0.14,0.1,0.1,0.9,3,1,<1 LPA,0.1,0.75
74,9.93,10.0,-0.07,0.5,1.4,0.4,5,0,5-10 LPA,0.58,0.6
40,6.72,5.540694294366315,1.18,1.7,2.6,0.0,1,1,>10 LPA,0.32,0.8
79,8.13,7.6612578613457964,0.47,1.9,0.3,1.4,1,0,1-5 LPA,0.03,0.65
61,4.84,5.103285422968104,-0.26,0.1,1.4,0.2,5,1,5-10 LPA,-0.82,0.95
99,6.91,7.912274107541987,-1.0,1.0,1.4,1.8,3,1,1-5 LPA,0.29,0.55
68,4.17,4.0,0.17,2.1,0.3,0.5,1,1,1-5 LPA,-0.69,1.0
47,7.03,6.476199736587283,0.55,2.4,0.2,0.9,0,1,5-10 LPA,-0.17,1.0
50,9.78,8.204861486067133,1.58,2.0,5.9,2.1,3,0,>10 LPA,0.26,0.65
80,6.31,6.392750503446485,-0.08,0.8,0.8,2.0,0,1,5-10 LPA,0.56,0.7
76,4.23,5.863660832114996,-1.63,0.2,0.4,0.5,4,0,5-10 LPA,0.37,0.85
53,4.19,4.411886769571741,-0.22,1.1,0.3,0.2,5,0,<1 LPA,0.34,1.0
99,6.33,6.31217681665303,0.02,0.3,1.7,1.5,3,0,1-5 LPA,-0.7,0.8
69,4.96,5.2176658486135885,-0.26,5.9,1.4,0.6,3,1,1-5 LPA,-0.31,1.0
74,4.14,4.131126396841118,0.01,1.3,1.5,0.2,2,1,<1 LPA,-0.91,1.0
60,8.54,7.889588502191895,0.65,0.8,0.1,2.3,2,1,5-10 LPA,0.44,0.4
76,6.75,7.408623932542165,-0.66,2.9,3.4,0.2,5,1,1-5 LPA,0.91,0.7
44,5.74,5.920609218489404,-0.18,1.4,0.7,0.0,3,1,5-10 LPA,-0.47,1.0
58,9.4,9.414090601546926,-0.01,0.7,0.6,0.0,4,1,5-10 LPA,-0.82,0.85
98,4.7,4.0,0.7,3.3,0.9,1.0,1,1,1-5 LPA,-0.05,0.8
53,9.74,10.0,-0.26,4.0,0.7,1.1,5,1,<1 LPA,0.71,0.75
65,5.88,6.411762196266488,-0.53,2.2,3.0,0.4,5,1,5-10 LPA,0.1,0.85
43,9.33,8.88766333010616,0.44,0.1,4.0,0.4,2,0,>10 LPA,-0.91,0.9
64,7.62,8.42145988294555,-0.8,1.7,0.5,0.4,4,1,5-10 LPA,0.95,0.65
84,8.96,8.561943329291836,0.4,2.9,3.0,1.1,5,1,<1 LPA,0.66,0.45
81,9.9,9.274397205991171,0.63,0.3,2.3,0.1,4,0,<1 LPA,-0.74,0.8
64,5.73,5.122237506015771,0.61,0.5,4.0,2.6,5,1,1-5 LPA,0.84,0.6
57,9.77,8.353145157529527,1.42,4.3,0.4,0.3,2,0,<1 LPA,-0.1,1.0
79,6.34,6.717233904334565,-0.38,0.0,1.3,6.0,1,0,5-10 LPA,-0.26,0.65
47,6.31,4.84508409732932,1.46,2.8,0.5,0.2,2,0,5-10 LPA,-0.08,0.95
78,6.04,5.05724493498739,0.98,1.3,2.6,1.5,5,1,1-5 LPA,0.67,0.55
79,7.25,5.589529592737174,1.66,1.2,0.0,0.3,4,1,1-5 LPA,0.32,0.55
53,4.92,4.851144245767285,0.07,0.0,1.2,0.1,0,1,1-5 LPA,-0.88,1.0
71,7.32,7.1997436317825025,0.12,3.4,0.6,2.1,2,0,>10 LPA,0.92,0.65
90,7.25,6.988643029450909,0.26,0.9,0.6,2.0,4,1,1-5 LPA,-0.7,0.65
77,8.57,7.735937844263539,0.83,1.6,1.6,0.5,2,1,5-10 LPA,0.49,0.5
72,9.0,8.062212997250688,0.94,2.3,2.9,1.2,5,0,1-5 LPA,0.27,0.7
62,6.64,7.011495890837259,-0.37,2.4,1.4,0.8,4,1,5-10 LPA,-0.62,0.95
54,5.81,5.36955845463321,0.44,6.2,2.9,1.9,1,0,1-5 LPA,-0.66,1.0
72,5.56,5.813086657228915,-0.25,1.5,0.5,0.4,4,0,1-5 LPA,0.74,1.0
64,5.17,4.461801051100622,0.71,1.0,1.1,0.7,3,1,5-10 LPA,-0.16,0.75
56,4.35,4.494850194216865,-0.14,6.1,0.9,0.7,0,1,1-5 LPA,0.31,1.0
72,6.05,7.092622429852851,-1.04,2.1,0.0,0.4,5,0,1-5 LPA,0.01,1.0
86,5.62,6.088932640314226,-0.47,0.7,1.2,2.2,4,0,<1 LPA,0.45,0.8
94,9.8,9.470068945426817,0.33,0.3,1.6,0.2,5,0,1-5 LPA,-0.04,0.6
41,7.35,7.555759176284742,-0.21,3.7,1.3,0.2,2,0,1-5 LPA,-0.43,1.0
53,6.08,5.887467860375829,0.19,0.9,2.0,0.9,2,0,5-10 LPA,-0.27,0.85
